# z	dc	dL	dVc_dz
4.700000000000000178e+00	7.810470336399765401e+00	4.451968091747866652e+01	4.465412610113564824e+02
4.709999999999999964e+00	7.816295355527715039e+00	4.463104648006324737e+01	4.460473993472912184e+02
4.719999999999999751e+00	7.822105263108128703e+00	4.474244210497849394e+01	4.455538197116143806e+02
4.730000000000000426e+00	7.827900123735231475e+00	4.485386770900287701e+01	4.450605279725055539e+02
4.740000000000000213e+00	7.833680001622256306e+00	4.496532320931176230e+01	4.445675299135219234e+02
4.750000000000000000e+00	7.839444960604286194e+00	4.507680852347464651e+01	4.440748312346260604e+02
4.759999999999999787e+00	7.845195064141061714e+00	4.518832356945251405e+01	4.435824375531983037e+02
4.770000000000000462e+00	7.850930375319771670e+00	4.529986826559508728e+01	4.430903544050385676e+02
4.780000000000000249e+00	7.856650956857815338e+00	4.541144253063817615e+01	4.425985872453564980e+02
4.790000000000000036e+00	7.862356871105540712e+00	4.552304628370108475e+01	4.421071414497465071e+02
4.799999999999999822e+00	7.868048180048957008e+00	4.563467944428394674e+01	4.416160223151537139e+02
4.810000000000000497e+00	7.873724945312426726e+00	4.574634193226520296e+01	4.411252350608267534e+02
4.820000000000000284e+00	7.879387228161331080e+00	4.585803366789894397e+01	4.406347848292592175e+02
4.830000000000000071e+00	7.885035089504709660e+00	4.596975457181245872e+01	4.401446766871188174e+02
4.839999999999999858e+00	7.890668589897886775e+00	4.608150456500366232e+01	4.396549156261668827e+02
4.850000000000000533e+00	7.896287789545061386e+00	4.619328356883861630e+01	4.391655065641642182e+02
4.860000000000000320e+00	7.901892748301881930e+00	4.630509150504902749e+01	4.386764543457686614e+02
4.870000000000000107e+00	7.907483525678000724e+00	4.641692829572986767e+01	4.381877637434184294e+02
4.879999999999999893e+00	7.913060180839597280e+00	4.652879386333683698e+01	4.376994394582077916e+02
4.889999999999999680e+00	7.918622772611890959e+00	4.664068813068403330e+01	4.372114861207504077e+02
4.900000000000000355e+00	7.924171359481619881e+00	4.675261102094155774e+01	4.367239082920314104e+02
4.910000000000000142e+00	7.929705999599506505e+00	4.686456245763309170e+01	4.362367104642513596e+02
4.919999999999999929e+00	7.935226750782699234e+00	4.697654236463358046e+01	4.357498970616575775e+02
4.929999999999999716e+00	7.940733670517192699e+00	4.708855066616695240e+01	4.352634724413670710e+02
4.940000000000000391e+00	7.946226815960227619e+00	4.720058728680375282e+01	4.347774408941784827e+02
4.950000000000000178e+00	7.951706243942664010e+00	4.731265215145884895e+01	4.342918066453739812e+02
4.959999999999999964e+00	7.957172010971346410e+00	4.742474518538922723e+01	4.338065738555122834e+02
4.969999999999999751e+00	7.962624173231438895e+00	4.753686631419168407e+01	4.333217466212117301e+02
4.980000000000000426e+00	7.968062786588736124e+00	4.764901546380064445e+01	4.328373289759227305e+02
4.990000000000000213e+00	7.973487906591969931e+00	4.776119256048590245e+01	4.323533248906930453e+02
5.000000000000000000e+00	7.978899588475080407e+00	4.787339753085048955e+01	4.318697382749214739e+02
5.009999999999999787e+00	7.984297887159477192e+00	4.798563030182845779e+01	4.313865729771040378e+02
5.020000000000000462e+00	7.989682857256274140e+00	4.809789080068277656e+01	4.309038327855699322e+02
5.030000000000000249e+00	7.995054553068510650e+00	4.821017895500312278e+01	4.304215214292093492e+02
5.040000000000000036e+00	8.000413028593351683e+00	4.832249469270384168e+01	4.299396425781928315e+02
5.049999999999999822e+00	8.005758337524268242e+00	4.843483794202182224e+01	4.294581998446801094e+02
5.060000000000000497e+00	8.011090533253202750e+00	4.854720863151440824e+01	4.289771967835226860e+02
5.070000000000000284e+00	8.016409668872706007e+00	4.865960669005732342e+01	4.284966368929561327e+02
5.080000000000000071e+00	8.021715797178073259e+00	4.877203204684268201e+01	4.280165236152855641e+02
5.089999999999999858e+00	8.027008970669442078e+00	4.888448463137689970e+01	4.275368603375604835e+02
5.100000000000000533e+00	8.032289241553890236e+00	4.899696437347873257e+01	4.270576503922443976e+02
5.110000000000000320e+00	8.037556661747501607e+00	4.910947120327723781e+01	4.265788970578745420e+02
5.120000000000000107e+00	8.042811282877423196e+00	4.922200505120983394e+01	4.261006035597132495e+02
5.129999999999999893e+00	8.048053156283904386e+00	4.933456584802033262e+01	4.256227730703935777e+02
5.139999999999999680e+00	8.053282333022309558e+00	4.944715352475697756e+01	4.251454087105543067e+02
5.150000000000000355e+00	8.058498863865130701e+00	4.955976801277055444e+01	4.246685135494701626e+02
5.160000000000000142e+00	8.063702799303964497e+00	4.967240924371241562e+01	4.241920906056723766e+02
5.169999999999999929e+00	8.068894189551485852e+00	4.978507714953266117e+01	4.237161428475623666e+02
5.179999999999999716e+00	8.074073084543401890e+00	4.989777166247821327e+01	4.232406731940189388e+02
5.190000000000000391e+00	8.079239533940382856e+00	5.001049271509098304e+01	4.227656845149964511e+02
5.200000000000000178e+00	8.084393587129989456e+00	5.012324024020593782e+01	4.222911796321180304e+02
5.209999999999999964e+00	8.089535293228564683e+00	5.023601417094938881e+01	4.218171613192585596e+02
5.219999999999999751e+00	8.094664701083136293e+00	5.034881444073710099e+01	4.213436323031244228e+02
5.230000000000000426e+00	8.099781859273276652e+00	5.046164098327252390e+01	4.208705952638232475e+02
5.240000000000000213e+00	8.104886816112967907e+00	5.057449373254492286e+01	4.203980528354285298e+02
5.250000000000000000e+00	8.109979619652435190e+00	5.068737262282771638e+01	4.199260076065363592e+02
5.259999999999999787e+00	8.115060317679979818e+00	5.080027758867667131e+01	4.194544621208167428e+02
5.270000000000000462e+00	8.120128957723784069e+00	5.091320856492813363e+01	4.189834188775570851e+02
5.280000000000000249e+00	8.125185587053708858e+00	5.102616548669729468e+01	4.185128803322002682e+02
5.290000000000000036e+00	8.130230252683071868e+00	5.113914828937652146e+01	4.180428488968747729e+02
5.299999999999999822e+00	8.135263001370420355e+00	5.125215690863364415e+01	4.175733269409212198e+02
5.310000000000000497e+00	8.140283879621270202e+00	5.136519128041021531e+01	4.171043167914082801e+02
5.320000000000000284e+00	8.145292933689855630e+00	5.147825134091988275e+01	4.166358207336481883e+02
5.330000000000000071e+00	8.150290209580841605e+00	5.159133702664672683e+01	4.161678410116998066e+02
5.339999999999999858e+00	8.155275753051038024e+00	5.170444827434358359e+01	4.157003798288711778e+02
5.350000000000000533e+00	8.160249609611090804e+00	5.181758502103043895e+01	4.152334393482123005e+02
5.360000000000000320e+00	8.165211824527162321e+00	5.193074720399275890e+01	4.147670216930042670e+02
5.370000000000000107e+00	8.170162442822599402e+00	5.204393476077995473e+01	4.143011289472412955e+02
5.379999999999999893e+00	8.175101509279581791e+00	5.215714762920372749e+01	4.138357631561074186e+02
5.389999999999999680e+00	8.180029068440767048e+00	5.227038574733649767e+01	4.133709263264483411e+02
5.400000000000000355e+00	8.184945164610914148e+00	5.238364905350984913e+01	4.129066204272360210e+02
5.410000000000000142e+00	8.189849841858492852e+00	5.249693748631293744e+01	4.124428473900295558e+02
5.419999999999999929e+00	8.194743144017287761e+00	5.261025098459099070e+01	4.119796091094286794e+02
5.429999999999999716e+00	8.199625114687982830e+00	5.272358948744373208e+01	4.115169074435240759e+02
5.440000000000000391e+00	8.204495797239733434e+00	5.283695293422388062e+01	4.110547442143397916e+02
5.450000000000000178e+00	8.209355234811724245e+00	5.295034126453563061e+01	4.105931212082726347e+02
5.459999999999999964e+00	8.214203470314730637e+00	5.306375441823315953e+01	4.101320401765261181e+02
5.469999999999999751e+00	8.219040546432633931e+00	5.317719233541913582e+01	4.096715028355368986e+02
5.480000000000000426e+00	8.223866505623961487e+00	5.329065495644326944e+01	4.092115108673994541e+02
5.490000000000000213e+00	8.228681390123387729e+00	5.340414222190079840e+01	4.087520659202835418e+02
5.500000000000000000e+00	8.233485241943240496e+00	5.351765407263106056e+01	4.082931696088480180e+02
5.509999999999999787e+00	8.238278102874975417e+00	5.363119044971609384e+01	4.078348235146480079e+02
5.520000000000000462e+00	8.243060014490662724e+00	5.374475129447912281e+01	4.073770291865390618e+02
5.530000000000000249e+00	8.247831018144445636e+00	5.385833654848322993e+01	4.069197881410764239e+02
5.540000000000000036e+00	8.252591154973988097e+00	5.397194615352987057e+01	4.064631018629080472e+02
5.549999999999999822e+00	8.257340465901913618e+00	5.408558005165753713e+01	4.060069718051640280e+02
5.560000000000000497e+00	8.262078991637242353e+00	5.419923818514031666e+01	4.055513993898422314e+02
5.570000000000000284e+00	8.266806772676797976e+00	5.431292049648656217e+01	4.050963860081880057e+02
5.580000000000000071e+00	8.271523849306612775e+00	5.442662692843752126e+01	4.046419330210692351e+02
5.589999999999999858e+00	8.276230261603329197e+00	5.454035742396594344e+01	4.041880417593494030e+02
5.600000000000000533e+00	8.280926049435572978e+00	5.465411192627478698e+01	4.037347135242522995e+02
5.610000000000000320e+00	8.285611252465333365e+00	5.476789037879585464e+01	4.032819495877271265e+02
5.620000000000000107e+00	8.290285910149316706e+00	5.488169272518847919e+01	4.028297511928043946e+02
5.629999999999999893e+00	8.294950061740300029e+00	5.499551890933818754e+01	4.023781195539519899e+02
5.639999999999999680e+00	8.299603746288473971e+00	5.510936887535545736e+01	4.019270558574243069e+02
5.650000000000000355e+00	8.304247002642760833e+00	5.522324256757435990e+01	4.014765612616081398e+02
5.660000000000000142e+00	8.308879869452146849e+00	5.533713993055129521e+01	4.010266368973651083e+02
5.669999999999999929e+00	8.313502385166975372e+00	5.545106090906373453e+01	4.005772838683685677e+02
5.679999999999999716e+00	8.318114588040259605e+00	5.556500544810892706e+01	4.001285032514384739e+02
5.690000000000000391e+00	8.322716516128952691e+00	5.567897349290269915e+01	3.996802960968698812e+02
5.700000000000000178e+00	8.327308207295239129e+00	5.579296498887811140e+01	3.992326634287609295e+02
5.709999999999999964e+00	8.331889699207799538e+00	5.590697988168433596e+01	3.987856062453336108e+02
5.719999999999999751e+00	8.336461029343059437e+00	5.602101811718535629e+01	3.983391255192527751e+02
5.730000000000000426e+00	8.341022234986443351e+00	5.613507964145877338e+01	3.978932221979407586e+02
5.740000000000000213e+00	8.345573353233614711e+00	5.624916440079456237e+01	3.974478972038889424e+02
5.750000000000000000e+00	8.350114420991696207e+00	5.636327234169394984e+01	3.970031514349644226e+02
5.759999999999999787e+00	8.354645474980493702e+00	5.647740341086812776e+01	3.965589857647143504e+02
5.770000000000000462e+00	8.359166551733702377e+00	5.659155755523716635e+01	3.961154010426658374e+02
5.780000000000000249e+00	8.363677687600111099e+00	5.670573472192875641e+01	3.956723980946237020e+02
5.790000000000000036e+00	8.368178918744783701e+00	5.681993485827708668e+01	3.952299777229624738e+02
5.799999999999999822e+00	8.372670281150249139e+00	5.693415791182169983e+01	3.947881407069173747e+02
5.810000000000000497e+00	8.377151810617666783e+00	5.704840383030631301e+01	3.943468878028699578e+02
5.820000000000000284e+00	8.381623542767988155e+00	5.716267256167768807e+01	3.939062197446315849e+02
5.830000000000000071e+00	8.386085513043120443e+00	5.727696405408450886e+01	3.934661372437242903e+02
5.839999999999999858e+00	8.390537756707058037e+00	5.739127825587627285e+01	3.930266409896555047e+02
5.850000000000000533e+00	8.394980308847026507e+00	5.750561511560213290e+01	3.925877316501928931e+02
5.860000000000000320e+00	8.399413204374610586e+00	5.761997458200983857e+01	3.921494098716343615e+02
5.870000000000000107e+00	8.403836478026869727e+00	5.773435660404458503e+01	3.917116762790748794e+02
5.879999999999999893e+00	8.408250164367442991e+00	5.784876113084801119e+01	3.912745314766698357e+02
5.889999999999999680e+00	8.412654297787661051e+00	5.796318811175699182e+01	3.908379760478971434e+02
5.900000000000000355e+00	8.417048912507633318e+00	5.807763749630267114e+01	3.904020105558145133e+02
5.910000000000000142e+00	8.421434042577329748e+00	5.819210923420934733e+01	3.899666355433138847e+02
5.919999999999999929e+00	8.425809721877662639e+00	5.830660327539342802e+01	3.895318515333739242e+02
5.929999999999999716e+00	8.430175984121554222e+00	5.842111956996237154e+01	3.890976590293093409e+02
5.940000000000000391e+00	8.434532862854990043e+00	5.853565806821363537e+01	3.886640585150151992e+02
5.950000000000000178e+00	8.438880391458079444e+00	5.865021872063365294e+01	3.882310504552129942e+02
5.959999999999999964e+00	8.443218603146092960e+00	5.876480147789680331e+01	3.877986352956880296e+02
5.969999999999999751e+00	8.447547530970501484e+00	5.887940629086438804e+01	3.873668134635292404e+02
5.980000000000000426e+00	8.451867207820003003e+00	5.899403311058362931e+01	3.869355853673628758e+02
5.990000000000000213e+00	8.456177666421545780e+00	5.910868188828661118e+01	3.865049513975855575e+02
6.000000000000000000e+00	8.460478939341335547e+00	5.922335257538934883e+01	3.860749119265927902e+02
6.009999999999999787e+00	8.464771058985842700e+00	5.933804512349075821e+01	3.856454673090059941e+02
6.020000000000000462e+00	8.469054057602802388e+00	5.945275948437167557e+01	3.852166178818972639e+02
6.030000000000000249e+00	8.473327967282202167e+00	5.956749560999387683e+01	3.847883639650107739e+02
6.040000000000000036e+00	8.477592819957260772e+00	5.968225345249911840e+01	3.843607058609808291e+02
6.049999999999999822e+00	8.481848647405410446e+00	5.979703296420814240e+01	3.839336438555495761e+02
6.060000000000000497e+00	8.486095481249257944e+00	5.991183409761976009e+01	3.835071782177802788e+02
6.070000000000000284e+00	8.490333352957549096e+00	6.002665680540987125e+01	3.830813092002691747e+02
6.080000000000000071e+00	8.494562293846117385e+00	6.014150104043051215e+01	3.826560370393540325e+02
6.089999999999999858e+00	8.498782335078837846e+00	6.025636675570895306e+01	3.822313619553219155e+02
6.100000000000000533e+00	8.502993507668554329e+00	6.037125390444673911e+01	3.818072841526113166e+02
6.110000000000000320e+00	8.507195842478026293e+00	6.048616244001876652e+01	3.813838038200170217e+02
6.120000000000000107e+00	8.511389370220836526e+00	6.060109231597235890e+01	3.809609211308866747e+02
6.129999999999999893e+00	8.515574121462327284e+00	6.071604348602638623e+01	3.805386362433205818e+02
6.140000000000000568e+00	8.519750126620495578e+00	6.083101590407034109e+01	3.801169493003644106e+02
6.150000000000000355e+00	8.523917415966907996e+00	6.094600952416339368e+01	3.796958604302039930e+02
6.160000000000000142e+00	8.528076019627594206e+00	6.106102430053357466e+01	3.792753697463542721e+02
6.169999999999999929e+00	8.532225967583942250e+00	6.117606018757685860e+01	3.788554773478491029e+02
6.179999999999999716e+00	8.536367289673574277e+00	6.129111713985625443e+01	3.784361833194254814e+02
6.190000000000000391e+00	8.540500015591234728e+00	6.140619511210097414e+01	3.780174877317093660e+02
6.200000000000000178e+00	8.544624174889653645e+00	6.152129405920550909e+01	3.775993906413968375e+02
6.209999999999999964e+00	8.548739796980420635e+00	6.163641393622882703e+01	3.771818920914336672e+02
6.219999999999999751e+00	8.552846911134832197e+00	6.175155469839349109e+01	3.767649921111934077e+02
6.230000000000000426e+00	8.556945546484756804e+00	6.186671630108478581e+01	3.763486907166530386e+02
6.240000000000000213e+00	8.561035732023468015e+00	6.198189869984990708e+01	3.759329879105661689e+02
6.250000000000000000e+00	8.565117496606497127e+00	6.209710185039710240e+01	3.755178836826356701e+02
6.259999999999999787e+00	8.569190868952455631e+00	6.221232570859482536e+01	3.751033780096822170e+02
6.270000000000000462e+00	8.573255877643873646e+00	6.232757023047096112e+01	3.746894708558128855e+02
6.280000000000000249e+00	8.577312551128009943e+00	6.244283537221190983e+01	3.742761621725865098e+02
6.290000000000000036e+00	8.581360917717677950e+00	6.255812109016187605e+01	3.738634518991777895e+02
6.299999999999999822e+00	8.585401005592050439e+00	6.267342734082195932e+01	3.734513399625391230e+02
6.310000000000000497e+00	8.589432842797460665e+00	6.278875408084944354e+01	3.730398262775609624e+02
6.320000000000000284e+00	8.593456457248210612e+00	6.290410126705690175e+01	3.726289107472302362e+02
6.330000000000000071e+00	8.597471876727349027e+00	6.301946885641146423e+01	3.722185932627863849e+02
6.339999999999999858e+00	8.601479128887469017e+00	6.313485680603401562e+01	3.718088737038762019e+02
6.350000000000000533e+00	8.605478241251484306e+00	6.325026507319841329e+01	3.713997519387073112e+02
6.360000000000000320e+00	8.609469241213403734e+00	6.336569361533064892e+01	3.709912278241988588e+02
6.370000000000000107e+00	8.613452156039102192e+00	6.348114239000818770e+01	3.705833012061308978e+02
6.379999999999999893e+00	8.617427012867084457e+00	6.359661135495909434e+01	3.701759719192920670e+02
6.390000000000000568e+00	8.621393838709243695e+00	6.371210046806131544e+01	3.697692397876261339e+02
6.400000000000000355e+00	8.625352660451611087e+00	6.382760968734192630e+01	3.693631046243758078e+02
6.410000000000000142e+00	8.629303504855108997e+00	6.394313897097634936e+01	3.689575662322256449e+02
6.419999999999999929e+00	8.633246398556288170e+00	6.405868827728765780e+01	3.685526244034431329e+02
6.429999999999999716e+00	8.637181368068070242e+00	6.417425756474575849e+01	3.681482789200180719e+02
6.440000000000000391e+00	8.641108439780470718e+00	6.428984679196670982e+01	3.677445295538004189e+02
6.450000000000000178e+00	8.645027639961332611e+00	6.440545591771193301e+01	3.673413760666365988e+02
6.459999999999999964e+00	8.648938994757045862e+00	6.452108490088755843e+01	3.669388182105043938e+02
6.469999999999999751e+00	8.652842530193261439e+00	6.463673370054365819e+01	3.665368557276455590e+02
6.480000000000000426e+00	8.656738272175603655e+00	6.475240227587352138e+01	3.661354883506977558e+02
6.490000000000000213e+00	8.660626246490373603e+00	6.486809058621290092e+01	3.657347158028253489e+02
6.500000000000000000e+00	8.664506478805254375e+00	6.498379859103941669e+01	3.653345377978466786e+02
6.509999999999999787e+00	8.668378994670005611e+00	6.509952624997173132e+01	3.649349540403624133e+02
6.520000000000000462e+00	8.672243819517147401e+00	6.521527352276893907e+01	3.645359642258804911e+02
6.530000000000000249e+00	8.676100978662656615e+00	6.533104036932979852e+01	3.641375680409409483e+02
6.540000000000000036e+00	8.679950497306641921e+00	6.544682674969207881e+01	3.637397651632383599e+02
6.549999999999999822e+00	8.683792400534022349e+00	6.556263262403186332e+01	3.633425552617438257e+02
6.560000000000000497e+00	8.687626713315196980e+00	6.567845795266288178e+01	3.629459379968238864e+02
6.570000000000000284e+00	8.691453460506709305e+00	6.579430269603579973e+01	3.625499130203606342e+02
6.580000000000000071e+00	8.695272666851916910e+00	6.591016681473753636e+01	3.621544799758677300e+02
6.589999999999999858e+00	8.699084356981645172e+00	6.602605026949068190e+01	3.617596384986078419e+02
6.600000000000000533e+00	8.702888555414835636e+00	6.614195302115275865e+01	3.613653882157055364e+02
6.610000000000000320e+00	8.706685286559196157e+00	6.625787503071549622e+01	3.609717287462617605e+02
6.620000000000000107e+00	8.710474574711852824e+00	6.637381625930433415e+01	3.605786597014658241e+02
6.629999999999999893e+00	8.714256444059978790e+00	6.648977666817764032e+01	3.601861806847060166e+02
6.640000000000000568e+00	8.718030918681428432e+00	6.660575621872612828e+01	3.597942912916784621e+02
6.650000000000000355e+00	8.721798022545380391e+00	6.672175487247216097e+01	3.594029911104964299e+02
6.660000000000000142e+00	8.725557779512948642e+00	6.683777259106918223e+01	3.590122797217967445e+02
6.669999999999999929e+00	8.729310213337809543e+00	6.695380933630099207e+01	3.586221566988454015e+02
6.679999999999999716e+00	8.733055347666823565e+00	6.706986507008119247e+01	3.582326216076424998e+02
6.690000000000000391e+00	8.736793206040641024e+00	6.718593975445253363e+01	3.578436740070254700e+02
6.700000000000000178e+00	8.740523811894313155e+00	6.730203335158621769e+01	3.574553134487712782e+02
6.709999999999999964e+00	8.744247188557897843e+00	6.741814582378138709e+01	3.570675394776969824e+02
6.719999999999999751e+00	8.747963359257061811e+00	6.753427713346451355e+01	3.566803516317608569e+02
6.730000000000000426e+00	8.751672347113668593e+00	6.765042724318865908e+01	3.562937494421592532e+02
6.740000000000000213e+00	8.755374175146377169e+00	6.776659611563295016e+01	3.559077324334259629e+02
6.750000000000000000e+00	8.759068866271229936e+00	6.788278371360203778e+01	3.555223001235274296e+02
6.759999999999999787e+00	8.762756443302233578e+00	6.799899000002533000e+01	3.551374520239588719e+02
6.770000000000000462e+00	8.766436928951938157e+00	6.811521493795656568e+01	3.547531876398381883e+02
6.780000000000000249e+00	8.770110345832016208e+00	6.823145849057308965e+01	3.543695064699990667e+02
6.790000000000000036e+00	8.773776716453834723e+00	6.834772062117536962e+01	3.539864080070836962e+02
6.799999999999999822e+00	8.777436063229014707e+00	6.846400129318631400e+01	3.536038917376326935e+02
6.810000000000000497e+00	8.781088408470008488e+00	6.858030047015077457e+01	3.532219571421765067e+02
6.820000000000000284e+00	8.784733774390646843e+00	6.869661811573486432e+01	3.528406036953232956e+02
6.830000000000000071e+00	8.788372183106707425e+00	6.881295419372551692e+01	3.524598308658479482e+02
6.839999999999999858e+00	8.792003656636454778e+00	6.892930866802980461e+01	3.520796381167779145e+02
6.850000000000000533e+00	8.795628216901198115e+00	6.904568150267441240e+01	3.517000249054797223e+02
6.860000000000000320e+00	8.799245885725834881e+00	6.916207266180506963e+01	3.513209906837444123e+02
6.870000000000000107e+00	8.802856684839388990e+00	6.927848210968599574e+01	3.509425348978710986e+02
6.879999999999999893e+00	8.806460635875549059e+00	6.939490981069931763e+01	3.505646569887497321e+02
6.890000000000000568e+00	8.810057760373201319e+00	6.951135572934457230e+01	3.501873563919431831e+02
6.900000000000000355e+00	8.813648079776967847e+00	6.962781983023805310e+01	3.498106325377699477e+02
6.910000000000000142e+00	8.817231615437721715e+00	6.974430207811238347e+01	3.494344848513819670e+02
6.919999999999999929e+00	8.820808388613116335e+00	6.986080243781587740e+01	3.490589127528457993e+02
6.929999999999999716e+00	8.824378420468104167e+00	6.997732087431207049e+01	3.486839156572199840e+02
6.940000000000000391e+00	8.827941732075455405e+00	7.009385735267912310e+01	3.483094929746332014e+02
6.950000000000000178e+00	8.831498344416266022e+00	7.021041183810930875e+01	3.479356441103606699e+02
6.959999999999999964e+00	8.835048278380465803e+00	7.032698429590850253e+01	3.475623684648994640e+02
6.969999999999999751e+00	8.838591554767329939e+00	7.044357469149562689e+01	3.471896654340440023e+02
6.980000000000000426e+00	8.842128194285979959e+00	7.056018299040211161e+01	3.468175344089596024e+02
6.990000000000000213e+00	8.845658217555877556e+00	7.067680915827146748e+01	3.464459747762561506e+02
7.000000000000000000e+00	8.849181645107327299e+00	7.079345316085861839e+01	3.460749859180598378e+02
7.009999999999999787e+00	8.852698497381963350e+00	7.091011496402953185e+01	3.457045672120851805e+02
7.020000000000000462e+00	8.856208794733239742e+00	7.102679453376057950e+01	3.453347180317049947e+02
7.030000000000000249e+00	8.859712557426917101e+00	7.114349183613815342e+01	3.449654377460208821e+02
7.040000000000000036e+00	8.863209805641544037e+00	7.126020683735801242e+01	3.445967257199323512e+02
7.049999999999999822e+00	8.866700559468940313e+00	7.137693950372498364e+01	3.442285813142040638e+02
7.060000000000000497e+00	8.870184838914664027e+00	7.149368980165219511e+01	3.438610038855347284e+02
7.070000000000000284e+00	8.873662663898494785e+00	7.161045769766086266e+01	3.434939927866231528e+02
7.080000000000000071e+00	8.877134054254899098e+00	7.172724315837957931e+01	3.431275473662336140e+02
7.089999999999999858e+00	8.880599029733490468e+00	7.184404615054393162e+01	3.427616669692616824e+02
7.100000000000000533e+00	8.884057609999505445e+00	7.196086664099600227e+01	3.423963509367987399e+02
7.110000000000000320e+00	8.887509814634256600e+00	7.207770459668381591e+01	3.420315986061956437e+02
7.120000000000000107e+00	8.890955663135589049e+00	7.219455998466098379e+01	3.416674093111249135e+02
7.129999999999999893e+00	8.894395174918335201e+00	7.231143277208605014e+01	3.413037823816438276e+02
7.140000000000000568e+00	8.897828369314771280e+00	7.242832292622225054e+01	3.409407171442551316e+02
7.150000000000000355e+00	8.901255265575061415e+00	7.254523041443675879e+01	3.405782129219692820e+02
7.160000000000000142e+00	8.904675882867701731e+00	7.266215520420044527e+01	3.402162690343627105e+02
7.169999999999999929e+00	8.908090240279967986e+00	7.277909726308733696e+01	3.398548847976383627e+02
7.179999999999999716e+00	8.911498356818349009e+00	7.289605655877409163e+01	3.394940595246842463e+02
7.190000000000000391e+00	8.914900251408987231e+00	7.301303305903961416e+01	3.391337925251310139e+02
7.200000000000000178e+00	8.918295942898113893e+00	7.313002673176453072e+01	3.387740831054103978e+02
7.209999999999999964e+00	8.921685450052477151e+00	7.324703754493084773e+01	3.384149305688102913e+02
7.219999999999999751e+00	8.925068791559768400e+00	7.336406546662128392e+01	3.380563342155323312e+02
7.230000000000000426e+00	8.928445986029053927e+00	7.348111046501911403e+01	3.376982933427461830e+02
7.240000000000000213e+00	8.931817051991192358e+00	7.359817250840742986e+01	3.373408072446456458e+02
7.250000000000000000e+00	8.935182007899255652e+00	7.371525156516887023e+01	3.369838752125009478e+02
7.259999999999999787e+00	8.938540872128950099e+00	7.383234760378512362e+01	3.366274965347138846e+02
7.270000000000000462e+00	8.941893662979019552e+00	7.394946059283648765e+01	3.362716704968696035e+02
7.280000000000000249e+00	8.945240398671677085e+00	7.406659050100149955e+01	3.359163963817898662e+02
7.290000000000000036e+00	8.948581097352990454e+00	7.418373729705626829e+01	3.355616734695838090e+02
7.299999999999999822e+00	8.951915777093303106e+00	7.430090094987441773e+01	3.352075010376988757e+02
7.310000000000000497e+00	8.955244455887640953e+00	7.441808142842630502e+01	3.348538783609731695e+02
7.320000000000000284e+00	8.958567151656097849e+00	7.453527870177873638e+01	3.345008047116822922e+02
7.330000000000000071e+00	8.961883882244253030e+00	7.465249273909462602e+01	3.341482793595916405e+02
7.339999999999999858e+00	8.965194665423549480e+00	7.476972350963239933e+01	3.337963015720030171e+02
7.350000000000000533e+00	8.968499518891700717e+00	7.488697098274572284e+01	3.334448706138038006e+02
7.360000000000000320e+00	8.971798460273076259e+00	7.500423512788292157e+01	3.330939857475148074e+02
7.370000000000000107e+00	8.975091507119090650e+00	7.512151591458679434e+01	3.327436462333361078e+02
7.379999999999999893e+00	8.978378676908583600e+00	7.523881331249393156e+01	3.323938513291948311e+02
7.390000000000000568e+00	8.981659987048217886e+00	7.535612729133455900e+01	3.320446002907900720e+02
7.400000000000000355e+00	8.984935454872843508e+00	7.547345782093188404e+01	3.316958923716397862e+02
7.410000000000000142e+00	8.988205097645886710e+00	7.559080487120191094e+01	3.313477268231237076e+02
7.419999999999999929e+00	8.991468932559726568e+00	7.570816841215288662e+01	3.310001028945295047e+02
7.429999999999999716e+00	8.994726976736060919e+00	7.582554841388498801e+01	3.306530198330955841e+02
7.440000000000000391e+00	8.997979247226282951e+00	7.594294484658983890e+01	3.303064768840545753e+02
7.450000000000000178e+00	9.001225761011852455e+00	7.606035768055014046e+01	3.299604732906772142e+02
7.459999999999999964e+00	9.004466535004658212e+00	7.617778688613941540e+01	3.296150082943124175e+02
7.469999999999999751e+00	9.007701586047380360e+00	7.629523243382129749e+01	3.292700811344320186e+02
7.480000000000000426e+00	9.010930930913858106e+00	7.641269429414951730e+01	3.289256910486691936e+02
7.490000000000000213e+00	9.014154586309448547e+00	7.653017243776722012e+01	3.285818372728618328e+02
7.500000000000000000e+00	9.017372568871376615e+00	7.664766683540671011e+01	3.282385190410912514e+02
7.509999999999999787e+00	9.020584895169102779e+00	7.676517745788905245e+01	3.278957355857230027e+02
7.520000000000000462e+00	9.023791581704662335e+00	7.688270427612371805e+01	3.275534861374459297e+02
7.530000000000000249e+00	9.026992644913025998e+00	7.700024726110811457e+01	3.272117699253108185e+02
7.540000000000000036e+00	9.030188101162444525e+00	7.711780638392727383e+01	3.268705861767702459e+02
7.549999999999999822e+00	9.033377966754795096e+00	7.723538161575351069e+01	3.265299341177147312e+02
7.560000000000000497e+00	9.036562257925925934e+00	7.735297292784592571e+01	3.261898129725120157e+02
7.570000000000000284e+00	9.039740990845995583e+00	7.747058029155019199e+01	3.258502219640432713e+02
7.580000000000000071e+00	9.042914181619819303e+00	7.758820367829804354e+01	3.255111603137405041e+02
7.589999999999999858e+00	9.046081846287195916e+00	7.770584305960701954e+01	3.251726272416217398e+02
7.600000000000000533e+00	9.049244000823255973e+00	7.782349840708000954e+01	3.248346219663285410e+02
