# z	dc	dL	dVc_dz
1.524000000000000021e+01	1.053001592377264828e+01	1.710074586020678282e+02	1.697543119820982724e+02
1.525000000000000000e+01	1.053123421998735942e+01	1.711325560747946213e+02	1.696369687366185133e+02
1.525999999999999979e+01	1.053245139238684125e+01	1.712576596402100222e+02	1.695197619844949202e+02
1.526999999999999957e+01	1.053366744269706956e+01	1.713827692926813313e+02	1.694026915062589183e+02
1.528000000000000114e+01	1.053488237264032001e+01	1.715078850265844324e+02	1.692857570828812754e+02
1.529000000000000092e+01	1.053609618393516634e+01	1.716330068363038777e+02	1.691689584957706813e+02
1.530000000000000071e+01	1.053730887829649987e+01	1.717581347162329735e+02	1.690522955267726672e+02
1.531000000000000050e+01	1.053852045743553489e+01	1.718832686607736093e+02	1.689357679581690661e+02
1.532000000000000028e+01	1.053973092305981751e+01	1.720084086643362298e+02	1.688193755726765630e+02
1.533000000000000007e+01	1.054094027687324164e+01	1.721335547213400048e+02	1.687031181534458995e+02
1.533999999999999986e+01	1.054214852057604901e+01	1.722587068262126593e+02	1.685869954840607647e+02
1.534999999999999964e+01	1.054335565586485224e+01	1.723838649733903594e+02	1.684710073485370572e+02
1.535999999999999943e+01	1.054456168443263486e+01	1.725090291573179115e+02	1.683551535313216334e+02
1.537000000000000099e+01	1.054576660796876375e+01	1.726341993724487054e+02	1.682394338172913137e+02
1.538000000000000078e+01	1.054697042815900154e+01	1.727593756132444582e+02	1.681238479917520294e+02
1.539000000000000057e+01	1.054817314668551020e+01	1.728845578741755276e+02	1.680083958404378848e+02
1.540000000000000036e+01	1.054937476522686879e+01	1.730097461497206268e+02	1.678930771495099066e+02
1.541000000000000014e+01	1.055057528545808054e+01	1.731349404343671097e+02	1.677778917055553052e+02
1.541999999999999993e+01	1.055177470905058357e+01	1.732601407226106005e+02	1.676628392955865934e+02
1.542999999999999972e+01	1.055297303767225081e+01	1.733853470089550797e+02	1.675479197070403075e+02
1.543999999999999950e+01	1.055417027298741850e+01	1.735105592879131393e+02	1.674331327277762114e+02
1.545000000000000107e+01	1.055536641665687370e+01	1.736357775540055854e+02	1.673184781460760462e+02
1.546000000000000085e+01	1.055656147033788805e+01	1.737610018017616369e+02	1.672039557506432459e+02
1.547000000000000064e+01	1.055775543568420538e+01	1.738862320257188685e+02	1.670895653306013742e+02
1.548000000000000043e+01	1.055894831434606473e+01	1.740114682204231542e+02	1.669753066754931012e+02
1.549000000000000021e+01	1.056014010797020219e+01	1.741367103804286671e+02	1.668611795752796354e+02
1.550000000000000000e+01	1.056133081819987218e+01	1.742619585002978795e+02	1.667471838203397851e+02
1.550999999999999979e+01	1.056252044667483858e+01	1.743872125746015342e+02	1.666333192014684528e+02
1.551999999999999957e+01	1.056370899503140315e+01	1.745124725979187872e+02	1.665195855098762081e+02
1.553000000000000114e+01	1.056489646490240375e+01	1.746377385648367238e+02	1.664059825371882368e+02
1.554000000000000092e+01	1.056608285791722146e+01	1.747630104699508138e+02	1.662925100754432037e+02
1.555000000000000071e+01	1.056726817570180188e+01	1.748882883078648547e+02	1.661791679170923999e+02
1.556000000000000050e+01	1.056845241987865514e+01	1.750135720731905735e+02	1.660659558549990606e+02
1.557000000000000028e+01	1.056963559206686654e+01	1.751388617605479681e+02	1.659528736824370014e+02
1.558000000000000007e+01	1.057081769388210724e+01	1.752641573645653068e+02	1.658399211930897934e+02
1.558999999999999986e+01	1.057199872693664311e+01	1.753894588798789016e+02	1.657270981810499393e+02
1.559999999999999964e+01	1.057317869283934364e+01	1.755147663011331076e+02	1.656144044408180491e+02
1.561000000000000121e+01	1.057435759319569080e+01	1.756400796229804371e+02	1.655018397673015897e+02
1.562000000000000099e+01	1.057553542960779147e+01	1.757653988400815024e+02	1.653894039558141742e+02
1.563000000000000078e+01	1.057671220367438103e+01	1.758907239471049877e+02	1.652770968020744817e+02
1.564000000000000057e+01	1.057788791699083575e+01	1.760160549387275069e+02	1.651649181022056041e+02
1.565000000000000036e+01	1.057906257114918169e+01	1.761413918096338591e+02	1.650528676527337666e+02
1.566000000000000014e+01	1.058023616773810360e+01	1.762667345545168303e+02	1.649409452505875890e+02
1.566999999999999993e+01	1.058140870834295377e+01	1.763920831680770505e+02	1.648291506930971764e+02
1.567999999999999972e+01	1.058258019454576448e+01	1.765174376450233353e+02	1.647174837779935501e+02
1.568999999999999950e+01	1.058375062792524446e+01	1.766427979800723165e+02	1.646059443034066305e+02
1.570000000000000107e+01	1.058492001005680727e+01	1.767681641679487257e+02	1.644945320678655776e+02
1.571000000000000085e+01	1.058608834251256248e+01	1.768935362033849117e+02	1.643832468702973699e+02
1.572000000000000064e+01	1.058725562686133514e+01	1.770189140811215225e+02	1.642720885100256112e+02
1.573000000000000043e+01	1.058842186466866941e+01	1.771442977959068514e+02	1.641610567867700468e+02
1.574000000000000021e+01	1.058958705749684270e+01	1.772696873424971500e+02	1.640501515006455406e+02
1.575000000000000000e+01	1.059075120690486571e+01	1.773950827156564856e+02	1.639393724521611659e+02
1.575999999999999979e+01	1.059191431444850195e+01	1.775204839101568837e+02	1.638287194422191249e+02
1.576999999999999957e+01	1.059307638168026777e+01	1.776458909207780721e+02	1.637181922721140950e+02
1.578000000000000114e+01	1.059423741014944120e+01	1.777713037423076230e+02	1.636077907435322345e+02
1.579000000000000092e+01	1.059539740140207975e+01	1.778967223695409245e+02	1.634975146585504149e+02
1.580000000000000071e+01	1.059655635698102039e+01	1.780221467972811524e+02	1.633873638196350271e+02
1.581000000000000050e+01	1.059771427842588842e+01	1.781475770203392130e+02	1.632773380296413563e+02
1.582000000000000028e+01	1.059887116727311351e+01	1.782730130335338004e+02	1.631674370918128147e+02
1.583000000000000007e+01	1.060002702505592964e+01	1.783984548316913106e+02	1.630576608097795486e+02
1.583999999999999986e+01	1.060118185330438578e+01	1.785239024096458422e+02	1.629480089875580404e+02
1.584999999999999964e+01	1.060233565354535656e+01	1.786493557622393098e+02	1.628384814295499439e+02
1.586000000000000121e+01	1.060348842730255292e+01	1.787748148843210458e+02	1.627290779405415151e+02
1.587000000000000099e+01	1.060464017609652032e+01	1.789002797707482841e+02	1.626197983257023054e+02
1.588000000000000078e+01	1.060579090144466186e+01	1.790257504163859039e+02	1.625106423905846782e+02
1.589000000000000057e+01	1.060694060486123647e+01	1.791512268161062593e+02	1.624016099411228424e+02
1.590000000000000036e+01	1.060808928785736605e+01	1.792767089647894636e+02	1.622927007836316875e+02
1.591000000000000014e+01	1.060923695194105321e+01	1.794021968573231902e+02	1.621839147248063000e+02
1.591999999999999993e+01	1.061038359861718128e+01	1.795276904886027012e+02	1.620752515717209405e+02
1.592999999999999972e+01	1.061152922938752496e+01	1.796531898535307903e+02	1.619667111318282480e+02
1.593999999999999950e+01	1.061267384575075745e+01	1.797786949470178399e+02	1.618582932129581593e+02
1.595000000000000107e+01	1.061381744920246639e+01	1.799042057639818211e+02	1.617499976233172845e+02
1.596000000000000085e+01	1.061496004123514858e+01	1.800297222993481228e+02	1.616418241714881674e+02
1.597000000000000064e+01	1.061610162333822771e+01	1.801552445480497227e+02	1.615337726664278364e+02
1.598000000000000043e+01	1.061724219699806149e+01	1.802807725050270733e+02	1.614258429174677190e+02
1.599000000000000021e+01	1.061838176369794340e+01	1.804063061652280737e+02	1.613180347343121355e+02
1.600000000000000000e+01	1.061952032491812581e+01	1.805318455236081263e+02	1.612103479270380433e+02
1.601000000000000156e+01	1.062065788213580575e+01	1.806573905751300515e+02	1.611027823060935589e+02
1.601999999999999957e+01	1.062179443682515512e+01	1.807829413147641162e+02	1.609953376822977589e+02
1.603000000000000114e+01	1.062292999045731179e+01	1.809084977374880339e+02	1.608880138668392306e+02
1.603999999999999915e+01	1.062406454450039917e+01	1.810340598382867938e+02	1.607808106712758160e+02
1.605000000000000071e+01	1.062519810041952439e+01	1.811596276121529172e+02	1.606737279075330491e+02
1.605999999999999872e+01	1.062633065967679791e+01	1.812852010540861443e+02	1.605667653879042120e+02
1.607000000000000028e+01	1.062746222373132987e+01	1.814107801590938038e+02	1.604599229250487440e+02
1.608000000000000185e+01	1.062859279403924617e+01	1.815363649221903302e+02	1.603532003319918147e+02
1.608999999999999986e+01	1.062972237205369019e+01	1.816619553383975472e+02	1.602465974221234148e+02
1.610000000000000142e+01	1.063085095922483347e+01	1.817875514027446968e+02	1.601401140091973332e+02
1.610999999999999943e+01	1.063197855699988992e+01	1.819131531102681265e+02	1.600337499073307583e+02
1.612000000000000099e+01	1.063310516682311047e+01	1.820387604560116586e+02	1.599275049310028578e+02
1.612999999999999901e+01	1.063423079013579553e+01	1.821643734350261923e+02	1.598213788950544654e+02
1.614000000000000057e+01	1.063535542837631276e+01	1.822899920423700166e+02	1.597153716146870579e+02
1.614999999999999858e+01	1.063647908298009348e+01	1.824156162731086113e+02	1.596094829054620732e+02
1.616000000000000014e+01	1.063760175537964336e+01	1.825412461223147034e+02	1.595037125832997731e+02
1.617000000000000171e+01	1.063872344700454775e+01	1.826668815850680971e+02	1.593980604644787604e+02
1.617999999999999972e+01	1.063984415928148408e+01	1.827925226564559011e+02	1.592925263656349841e+02
1.619000000000000128e+01	1.064096389363423079e+01	1.829181693315724431e+02	1.591871101037610572e+02
1.619999999999999929e+01	1.064208265148366728e+01	1.830438216055190708e+02	1.590818114962052903e+02
1.621000000000000085e+01	1.064320043424778639e+01	1.831694794734044365e+02	1.589766303606710665e+02
1.621999999999999886e+01	1.064431724334170148e+01	1.832951429303440989e+02	1.588715665152159033e+02
1.623000000000000043e+01	1.064543308017765355e+01	1.834208119714609779e+02	1.587666197782505719e+02
1.624000000000000199e+01	1.064654794616502187e+01	1.835464865918849853e+02	1.586617899685387272e+02
1.625000000000000000e+01	1.064766184271032223e+01	1.836721667867530527e+02	1.585570769051954869e+02
1.626000000000000156e+01	1.064877477121722826e+01	1.837978525512093881e+02	1.584524804076870907e+02
1.626999999999999957e+01	1.064988673308656431e+01	1.839235438804049636e+02	1.583480002958299622e+02
1.628000000000000114e+01	1.065099772971632142e+01	1.840492407694980557e+02	1.582436363897897991e+02
1.628999999999999915e+01	1.065210776250166802e+01	1.841749432136538189e+02	1.581393885100811190e+02
1.630000000000000071e+01	1.065321683283494636e+01	1.843006512080445702e+02	1.580352564775660369e+02
1.630999999999999872e+01	1.065432494210568670e+01	1.844263647478494192e+02	1.579312401134538391e+02
1.632000000000000028e+01	1.065543209170061623e+01	1.845520838282546663e+02	1.578273392392999597e+02
1.633000000000000185e+01	1.065653828300365902e+01	1.846778084444534329e+02	1.577235536770052704e+02
1.633999999999999986e+01	1.065764351739595384e+01	1.848035385916458324e+02	1.576198832488155119e+02
1.635000000000000142e+01	1.065874779625585234e+01	1.849292742650390551e+02	1.575163277773200718e+02
1.635999999999999943e+01	1.065985112095892973e+01	1.850550154598469987e+02	1.574128870854516720e+02
1.637000000000000099e+01	1.066095349287799010e+01	1.851807621712906666e+02	1.573095609964851462e+02
1.637999999999999901e+01	1.066205491338307887e+01	1.853065143945979116e+02	1.572063493340371565e+02
1.639000000000000057e+01	1.066315538384148098e+01	1.854322721250033794e+02	1.571032519220649419e+02
1.639999999999999858e+01	1.066425490561774048e+01	1.855580353577486790e+02	1.570002685848660349e+02
1.641000000000000014e+01	1.066535348007365513e+01	1.856838040880823257e+02	1.568973991470768965e+02
1.642000000000000171e+01	1.066645110856828893e+01	1.858095783112596280e+02	1.567946434336727464e+02
1.642999999999999972e+01	1.066754779245798090e+01	1.859353580225426015e+02	1.566920012699665392e+02
1.644000000000000128e+01	1.066864353309634694e+01	1.860611432172003106e+02	1.565894724816079417e+02
1.644999999999999929e+01	1.066973833183429399e+01	1.861869338905084135e+02	1.564870568945831621e+02
1.646000000000000085e+01	1.067083219002002359e+01	1.863127300377496169e+02	1.563847543352136142e+02
1.646999999999999886e+01	1.067192510899903191e+01	1.864385316542130795e+02	1.562825646301555764e+02
1.648000000000000043e+01	1.067301709011413102e+01	1.865643387351950082e+02	1.561804876063991401e+02
1.649000000000000199e+01	1.067410813470544007e+01	1.866901512759981756e+02	1.560785230912676411e+02
1.650000000000000000e+01	1.067519824411041007e+01	1.868159692719321470e+02	1.559766709124169779e+02
1.651000000000000156e+01	1.067628741966380979e+01	1.869417927183133372e+02	1.558749308978345027e+02
1.651999999999999957e+01	1.067737566269775229e+01	1.870676216104646130e+02	1.557733028758387093e+02
1.653000000000000114e+01	1.067846297454168614e+01	1.871934559437158043e+02	1.556717866750781241e+02
1.653999999999999915e+01	1.067954935652241666e+01	1.873192957134031928e+02	1.555703821245309939e+02
1.655000000000000071e+01	1.068063480996409709e+01	1.874451409148699099e+02	1.554690890535039784e+02
1.655999999999999872e+01	1.068171933618824809e+01	1.875709915434656523e+02	1.553679072916318091e+02
1.657000000000000028e+01	1.068280293651375956e+01	1.876968475945467389e+02	1.552668366688765218e+02
1.658000000000000185e+01	1.068388561225689415e+01	1.878227090634762533e+02	1.551658770155266041e+02
1.658999999999999986e+01	1.068496736473130504e+01	1.879485759456236735e+02	1.550650281621964268e+02
1.660000000000000142e+01	1.068604819524802885e+01	1.880744482363652992e+02	1.549642899398251927e+02
1.660999999999999943e+01	1.068712810511549449e+01	1.882003259310838530e+02	1.548636621796764530e+02
1.662000000000000099e+01	1.068820709563954630e+01	1.883262090251688221e+02	1.547631447133374820e+02
1.662999999999999901e+01	1.068928516812342622e+01	1.884520975140160033e+02	1.546627373727182828e+02
1.664000000000000057e+01	1.069036232386779872e+01	1.885779913930279861e+02	1.545624399900509047e+02
1.664999999999999858e+01	1.069143856417074900e+01	1.887038906576137265e+02	1.544622523978890172e+02
1.666000000000000014e+01	1.069251389032779009e+01	1.888297953031887744e+02	1.543621744291066875e+02
1.667000000000000171e+01	1.069358830363187352e+01	1.889557053251752166e+02	1.542622059168980968e+02
1.667999999999999972e+01	1.069466180537339461e+01	1.890816207190016200e+02	1.541623466947768577e+02
1.669000000000000128e+01	1.069573439684019256e+01	1.892075414801030320e+02	1.540625965965747355e+02
1.669999999999999929e+01	1.069680607931756278e+01	1.893334676039208659e+02	1.539629554564414207e+02
1.671000000000000085e+01	1.069787685408826761e+01	1.894593990859032147e+02	1.538634231088438469e+02
1.671999999999999886e+01	1.069894672243252920e+01	1.895853359215044236e+02	1.537639993885651393e+02
1.673000000000000043e+01	1.070001568562805261e+01	1.897112781061854037e+02	1.536646841307041882e+02
1.674000000000000199e+01	1.070108374495001868e+01	1.898372256354133469e+02	1.535654771706748249e+02
1.675000000000000000e+01	1.070215090167110006e+01	1.899631785046620109e+02	1.534663783442053386e+02
1.676000000000000156e+01	1.070321715706145405e+01	1.900891367094114344e+02	1.533673874873370266e+02
1.676999999999999957e+01	1.070428251238874928e+01	1.902151002451480792e+02	1.532685044364247346e+02
1.678000000000000114e+01	1.070534696891815507e+01	1.903410691073648309e+02	1.531697290281349808e+02
1.678999999999999915e+01	1.070641052791235381e+01	1.904670432915607705e+02	1.530710610994459273e+02
1.680000000000000071e+01	1.070747319063154812e+01	1.905930227932416017e+02	1.529725004876463856e+02
1.680999999999999872e+01	1.070853495833346258e+01	1.907190076079189680e+02	1.528740470303353618e+02
1.682000000000000028e+01	1.070959583227335621e+01	1.908449977311112207e+02	1.527757005654210047e+02
1.683000000000000185e+01	1.071065581370402597e+01	1.909709931583428215e+02	1.526774609311204642e+02
1.683999999999999986e+01	1.071171490387581215e+01	1.910969938851444851e+02	1.525793279659585551e+02
1.685000000000000142e+01	1.071277310403660366e+01	1.912229999070533779e+02	1.524813015087675296e+02
1.685999999999999943e+01	1.071383041543184866e+01	1.913490112196128052e+02	1.523833813986864243e+02
1.687000000000000099e+01	1.071488683930455288e+01	1.914750278183723822e+02	1.522855674751597519e+02
1.687999999999999901e+01	1.071594237689529727e+01	1.916010496988878913e+02	1.521878595779377292e+02
1.689000000000000057e+01	1.071699702944223098e+01	1.917270768567215100e+02	1.520902575470747422e+02
1.689999999999999858e+01	1.071805079818108908e+01	1.918531092874414696e+02	1.519927612229294596e+02
1.691000000000000014e+01	1.071910368434518723e+01	1.919791469866223110e+02	1.518953704461631844e+02
1.692000000000000171e+01	1.072015568916544126e+01	1.921051899498447426e+02	1.517980850577404226e+02
1.692999999999999972e+01	1.072120681387036178e+01	1.922312381726955834e+02	1.517009048989269786e+02
1.694000000000000128e+01	1.072225705968606313e+01	1.923572916507679906e+02	1.516038298112900975e+02
1.694999999999999929e+01	1.072330642783627574e+01	1.924833503796611467e+02	1.515068596366974703e+02
1.696000000000000085e+01	1.072435491954234088e+01	1.926094143549804585e+02	1.514099942173164948e+02
1.696999999999999886e+01	1.072540253602322657e+01	1.927354835723373583e+02	1.513132333956139917e+02
1.698000000000000043e+01	1.072644927849552410e+01	1.928615580273495311e+02	1.512165770143549253e+02
1.699000000000000199e+01	1.072749514817346750e+01	1.929876377156407159e+02	1.511200249166023184e+02
1.700000000000000000e+01	1.072854014626893004e+01	1.931137226328407053e+02	1.510235769457165418e+02
1.701000000000000156e+01	1.072958427399142245e+01	1.932398127745855163e+02	1.509272329453538646e+02
1.701999999999999957e+01	1.073062753254811952e+01	1.933659081365171062e+02	1.508309927594670796e+02
1.703000000000000114e+01	1.073166992314384949e+01	1.934920087142835996e+02	1.507348562323037697e+02
1.703999999999999915e+01	1.073271144698110113e+01	1.936181145035390330e+02	1.506388232084060803e+02
1.705000000000000071e+01	1.073375210526003620e+01	1.937442254999436670e+02	1.505428935326099804e+02
1.705999999999999872e+01	1.073479189917849475e+01	1.938703416991635891e+02	1.504470670500449501e+02
1.707000000000000028e+01	1.073583082993199511e+01	1.939964630968711390e+02	1.503513436061327013e+02
1.708000000000000185e+01	1.073686889871374461e+01	1.941225896887445117e+02	1.502557230465870362e+02
1.708999999999999986e+01	1.073790610671463952e+01	1.942487214704678138e+02	1.501602052174129938e+02
1.710000000000000142e+01	1.073894245512327750e+01	1.943748584377313477e+02	1.500647899649059696e+02
1.710999999999999943e+01	1.073997794512596471e+01	1.945010005862312141e+02	1.499694771356518856e+02
1.712000000000000099e+01	1.074101257790670871e+01	1.946271479116695957e+02	1.498742665765254003e+02
1.712999999999999901e+01	1.074204635464724156e+01	1.947533004097544733e+02	1.497791581346902490e+02
1.714000000000000057e+01	1.074307927652701267e+01	1.948794580762000237e+02	1.496841516575980222e+02
1.715000000000000213e+01	1.074411134472319596e+01	1.950056209067260227e+02	1.495892469929877393e+02
1.716000000000000014e+01	1.074514256041070226e+01	1.951317888970583567e+02	1.494944439888852514e+02
1.717000000000000171e+01	1.074617292476217933e+01	1.952579620429287957e+02	1.493997424936024458e+02
1.717999999999999972e+01	1.074720243894801897e+01	1.953841403400749641e+02	1.493051423557368196e+02
1.719000000000000128e+01	1.074823110413636229e+01	1.955103237842404553e+02	1.492106434241704846e+02
1.719999999999999929e+01	1.074925892149310513e+01	1.956365123711744900e+02	1.491162455480700828e+02
1.721000000000000085e+01	1.075028589218190334e+01	1.957627060966324564e+02	1.490219485768856202e+02
1.721999999999999886e+01	1.075131201736418163e+01	1.958889049563753701e+02	1.489277523603501834e+02
1.723000000000000043e+01	1.075233729819913364e+01	1.960151089461702156e+02	1.488336567484791715e+02
1.724000000000000199e+01	1.075336173584373078e+01	1.961413180617896899e+02	1.487396615915696998e+02
1.725000000000000000e+01	1.075438533145272579e+01	1.962675322990122311e+02	1.486457667401999458e+02
1.726000000000000156e+01	1.075540808617866340e+01	1.963937516536224166e+02	1.485519720452285526e+02
1.726999999999999957e+01	1.075643000117187853e+01	1.965199761214102239e+02	1.484582773577941737e+02
1.728000000000000114e+01	1.075745107758050523e+01	1.966462056981716273e+02	1.483646825293143081e+02
1.728999999999999915e+01	1.075847131655048017e+01	1.967724403797082573e+02	1.482711874114854425e+02
1.730000000000000071e+01	1.075949071922555689e+01	1.968986801618276843e+02	1.481777918562818854e+02
1.730999999999999872e+01	1.076050928674729512e+01	1.970249250403429926e+02	1.480844957159553701e+02
1.732000000000000028e+01	1.076152702025508034e+01	1.971511750110730929e+02	1.479912988430343148e+02
1.733000000000000185e+01	1.076254392088612200e+01	1.972774300698426373e+02	1.478982010903233117e+02
1.733999999999999986e+01	1.076355998977546058e+01	1.974036902124819619e+02	1.478052023109026436e+02
1.735000000000000142e+01	1.076457522805597655e+01	1.975299554348271727e+02	1.477123023581272605e+02
1.735999999999999943e+01	1.076558963685838677e+01	1.976562257327199745e+02	1.476195010856267515e+02
1.737000000000000099e+01	1.076660321731125514e+01	1.977825011020077852e+02	1.475267983473040090e+02
1.737999999999999901e+01	1.076761597054100505e+01	1.979087815385436500e+02	1.474341939973355124e+02
1.739000000000000057e+01	1.076862789767191053e+01	1.980350670381864120e+02	1.473416878901698794e+02
1.740000000000000213e+01	1.076963899982610862e+01	1.981613575968004284e+02	1.472492798805277516e+02
1.741000000000000014e+01	1.077064927812361006e+01	1.982876532102556553e+02	1.471569698234012833e+02
1.742000000000000171e+01	1.077165873368229043e+01	1.984139538744278184e+02	1.470647575740529192e+02
1.742999999999999972e+01	1.077266736761791144e+01	1.985402595851980720e+02	1.469726429880156218e+02
1.744000000000000128e+01	1.077367518104411381e+01	1.986665703384534538e+02	1.468806259210915925e+02
1.744999999999999929e+01	1.077468217507242620e+01	1.987928861300862309e+02	1.467887062293521865e+02
1.746000000000000085e+01	1.077568835081227583e+01	1.989192069559946106e+02	1.466968837691368037e+02
1.746999999999999886e+01	1.077669370937098492e+01	1.990455328120820866e+02	1.466051583970528611e+02
1.748000000000000043e+01	1.077769825185378139e+01	1.991718636942578939e+02	1.465135299699747407e+02
1.749000000000000199e+01	1.077870197936380059e+01	1.992981995984366677e+02	1.464219983450435336e+02
1.750000000000000000e+01	1.077970489300209422e+01	1.994245405205387272e+02	1.463305633796661311e+02
1.751000000000000156e+01	1.078070699386763209e+01	1.995508864564898772e+02	1.462392249315149115e+02
1.751999999999999957e+01	1.078170828305730922e+01	1.996772374022213512e+02	1.461479828585271434e+02
1.753000000000000114e+01	1.078270876166595116e+01	1.998035933536700952e+02	1.460568370189041616e+02
1.753999999999999915e+01	1.078370843078631403e+01	1.999299543067782565e+02	1.459657872711109690e+02
1.755000000000000071e+01	1.078470729150909868e+01	2.000563202574937804e+02	1.458748334738757819e+02
1.755999999999999872e+01	1.078570534492294364e+01	2.001826912017698135e+02	1.457839754861890356e+02
1.757000000000000028e+01	1.078670259211444105e+01	2.003090671355651864e+02	1.456932131673032131e+02
1.758000000000000185e+01	1.078769903416814024e+01	2.004354480548440449e+02	1.456025463767322776e+02
1.758999999999999986e+01	1.078869467216654421e+01	2.005618339555760485e+02	1.455119749742507054e+02
1.760000000000000142e+01	1.078968950719012199e+01	2.006882248337362569e+02	1.454214988198932019e+02
1.760999999999999943e+01	1.079068354031731225e+01	2.008146206853051865e+02	1.453311177739541336e+02
1.762000000000000099e+01	1.079167677262453040e+01	2.009410215062687541e+02	1.452408316969870157e+02
1.762999999999999901e+01	1.079266920518616679e+01	2.010674272926182766e+02	1.451506404498036318e+02
1.764000000000000057e+01	1.079366083907459561e+01	2.011938380403504993e+02	1.450605438934737776e+02
1.765000000000000213e+01	1.079465167536018200e+01	2.013202537454674257e+02	1.449705418893245223e+02
1.766000000000000014e+01	1.079564171511128556e+01	2.014466744039766013e+02	1.448806342989399525e+02
1.767000000000000171e+01	1.079663095939425865e+01	2.015731000118908298e+02	1.447908209841599216e+02
1.767999999999999972e+01	1.079761940927346409e+01	2.016995305652282866e+02	1.447011018070804198e+02
1.769000000000000128e+01	1.079860706581126806e+01	2.018259660600126040e+02	1.446114766300521524e+02
1.769999999999999929e+01	1.079959393006805080e+01	2.019524064922725302e+02	1.445219453156806253e+02
1.771000000000000085e+01	1.080058000310220834e+01	2.020788518580423272e+02	1.444325077268250084e+02
1.771999999999999886e+01	1.080156528597016141e+01	2.022053021533614015e+02	1.443431637265982772e+02
1.773000000000000043e+01	1.080254977972635722e+01	2.023317573742746731e+02	1.442539131783659343e+02
1.774000000000000199e+01	1.080353348542327474e+01	2.024582175168321783e+02	1.441647559457460375e+02
1.775000000000000000e+01	1.080451640411143011e+01	2.025846825770893247e+02	1.440756918926082903e+02
1.776000000000000156e+01	1.080549853683938011e+01	2.027111525511067782e+02	1.439867208830736161e+02
1.776999999999999957e+01	1.080647988465372400e+01	2.028376274349504058e+02	1.438978427815135319e+02
1.778000000000000114e+01	1.080746044859911770e+01	2.029641072246914462e+02	1.438090574525498369e+02
1.778999999999999915e+01	1.080844022971826668e+01	2.030905919164062254e+02	1.437203647610536734e+02
1.780000000000000071e+01	1.080941922905194019e+01	2.032170815061764984e+02	1.436317645721452720e+02
1.780999999999999872e+01	1.081039744763897303e+01	2.033435759900890503e+02	1.435432567511935815e+02
1.782000000000000028e+01	1.081137488651626377e+01	2.034700753642360951e+02	1.434548411638151606e+02
1.783000000000000185e+01	1.081235154671878895e+01	2.035965796247148205e+02	1.433665176758740358e+02
1.783999999999999986e+01	1.081332742927960311e+01	2.037230887676277291e+02	1.432782861534813037e+02
1.785000000000000142e+01	1.081430253522984053e+01	2.038496027890825246e+02	1.431901464629939653e+02
1.785999999999999943e+01	1.081527686559872770e+01	2.039761216851919983e+02	1.431020984710151538e+02
1.787000000000000099e+01	1.081625042141358328e+01	2.041026454520743130e+02	1.430141420443931963e+02
1.787999999999999901e+01	1.081722320369981460e+01	2.042291740858525202e+02	1.429262770502209605e+02
1.789000000000000057e+01	1.081819521348093893e+01	2.043557075826549578e+02	1.428385033558355417e+02
1.790000000000000213e+01	1.081916645177857816e+01	2.044822459386151365e+02	1.427508208288177798e+02
1.791000000000000014e+01	1.082013691961245883e+01	2.046087891498715976e+02	1.426632293369915772e+02
1.792000000000000171e+01	1.082110661800042628e+01	2.047353372125680551e+02	1.425757287484232734e+02
1.792999999999999972e+01	1.082207554795844473e+01	2.048618901228533389e+02	1.424883189314215031e+02
1.794000000000000128e+01	1.082304371050060077e+01	2.049884478768813665e+02	1.424009997545361443e+02
1.794999999999999929e+01	1.082401110663911048e+01	2.051150104708111144e+02	1.423137710865583756e+02
1.796000000000000085e+01	1.082497773738432123e+01	2.052415779008067318e+02	1.422266327965196240e+02
1.796999999999999886e+01	1.082594360374471698e+01	2.053681501630372850e+02	1.421395847536913379e+02
1.798000000000000043e+01	1.082690870672692363e+01	2.054947272536770413e+02	1.420526268275843051e+02
1.799000000000000199e+01	1.082787304733571609e+01	2.056213091689052419e+02	1.419657588879484820e+02
1.800000000000000000e+01	1.082883662657401302e+01	2.057478959049062439e+02	1.418789808047720271e+02
1.801000000000000156e+01	1.082979944544289097e+01	2.058744874578693498e+02	1.417922924482808753e+02
1.801999999999999957e+01	1.083076150494158441e+01	2.060010838239889210e+02	1.417056936889384815e+02
1.803000000000000114e+01	1.083172280606749283e+01	2.061276849994644067e+02	1.416191843974450535e+02
1.803999999999999915e+01	1.083268334981618430e+01	2.062542909805001159e+02	1.415327644447372961e+02
1.805000000000000071e+01	1.083364313718139371e+01	2.063809017633055589e+02	1.414464337019874449e+02
1.805999999999999872e+01	1.083460216915503516e+01	2.065075173440949641e+02	1.413601920406032377e+02
1.807000000000000028e+01	1.083556044672720375e+01	2.066341377190877608e+02	1.412740393322271473e+02
1.808000000000000185e+01	1.083651797088617741e+01	2.067607628845082672e+02	1.411879754487358412e+02
1.808999999999999986e+01	1.083747474261842569e+01	2.068873928365857466e+02	1.411020002622399829e+02
1.810000000000000142e+01	1.083843076290860985e+01	2.070140275715544931e+02	1.410161136450832657e+02
1.810999999999999943e+01	1.083938603273958989e+01	2.071406670856535470e+02	1.409303154698423555e+02
1.812000000000000099e+01	1.084034055309242284e+01	2.072673113751271501e+02	1.408446056093258676e+02
1.812999999999999901e+01	1.084129432494638046e+01	2.073939604362242619e+02	1.407589839365745661e+02
1.814000000000000057e+01	1.084224734927893685e+01	2.075206142651988159e+02	1.406734503248601413e+02
